hello scala
hello flink
hello spark
hello world
sensor_1, 1547718203,38
sensor_1, 1547718204,39
sensor_1, 1547718205,40
sensor_1, 1547718206,41
sensor_1, 1547718207,42
sensor_1, 1547718208,43
sensor_1, 1547718209,44
sensor_1, 1547718210,45
sensor_1, 1547718211,46
sensor_1, 1547718212,47
sensor_1, 1547718213,48
sensor_1, 1547718214,49
sensor_1, 1547718215,50
sensor_1, 1547718216,51
sensor_1, 1547718217,52
sensor_1, 1547718218,53
sensor_1, 1547718219,54
sensor_1, 1547718220,55
sensor_1, 1547718221,56
sensor_1, 1547718222,57
sensor_1, 1547718223,58
sensor_1, 1547718224,59
sensor_1, 1547718226,61
sensor_1, 1547718227,62
sensor_1, 1547718228,63
sensor_1, 1547718229,64
sensor_1, 1547718230,65
sensor_1, 1547718231,66
sensor_1, 1547718232,67
sensor_1, 1547718233,68
sensor_1, 1547718234,69
sensor_1, 1547718235,70
sensor_1, 1547718236,71
sensor_1, 1547718237,72
sensor_1, 1547718238,73
sensor_1, 1547718239,74
